designation,source_id,ra,dec,l,b,parallax,parallax_error,parallax_over_error,phot_g_mean_mag,nu_eff_used_in_astrometry,pseudocolour,ecl_lat,astrometric_params_solved,type_best_classification,mode_best_classification
Gaia DR3 5943320738591997440,5943320738591997440,251.3744940759953,-44.578712803467404,340.3379093858126,0.6322405736488367,0.029824209460433553,0.11107234,0.2685116,17.831448,1.2186437,,-22.05385155550339,31,DCEP,FIRST_OVERTONE
Gaia DR3 5943385060029635328,5943385060029635328,250.10530366600514,-45.17399548243673,339.298132917475,0.919085058417045,0.21871330855508267,0.047418986,4.6123576,16.221458,1.2557586,,-22.770749138044486,31,DCEP,FIRST_OVERTONE
Gaia DR3 4168037990063017856,4168037990063017856,261.2146176575101,-7.716562551047717,15.672354746159742,15.312021816317243,0.04874514924082961,0.072182596,0.67530334,16.691938,1.4180593,,15.447628451649855,31,DCEP,FIRST_OVERTONE
Gaia DR3 4755955206850861696,4755955206850861696,89.60356259348332,-65.3903855531585,275.0336571874955,-29.970148720177633,0.019481441685710484,0.033988338,0.5731802,16.109396,1.5714244,,-88.81859656320908,31,DCEP,FIRST_OVERTONE
Gaia DR3 5543954956895699840,5543954956895699840,120.70413608110339,-38.24476853648195,254.39972187243148,-3.903296760179575,0.047797026253380476,0.0303307,1.5758629,15.861479,1.2717824,,-56.77770072357837,31,DCEP,FUNDAMENTAL
Gaia DR3 5255219492627430272,5255219492627430272,156.82780420340686,-59.72977491159362,285.6749196402547,-1.7773196572693766,0.11251082772674177,0.0142155755,7.914616,13.895747,1.3128961,,-60.60896619878589,31,DCEP,FUNDAMENTAL
Gaia DR3 5255220656517219840,5255220656517219840,156.71193526801255,-59.66953168939124,285.5935102730289,-1.7566897521187563,0.434777676621532,0.023605859,18.41821,9.135798,1.4368039,,-60.612313496963054,31,DCEP,FUNDAMENTAL
Gaia DR3 4320555444195545216,4320555444195545216,288.5332613920585,15.052010679576258,48.88283667063877,1.916772246904094,0.09902949617361323,0.060981274,1.623933,16.418262,1.2416192,,37.04732136023179,31,DCEP,FIRST_OVERTONE
Gaia DR3 4658649973987189248,4658649973987189248,81.44541355594755,-67.80873947733613,278.13758068057683,-33.02040728134254,0.0796821636848186,0.07390929,1.0781076,17.550001,1.5449058,,-86.45941350744397,31,DCEP,FIRST_OVERTONE
Gaia DR3 4652001059699836544,4652001059699836544,78.65623760617554,-70.76923469158451,281.8367195443367,-33.416362951222844,-0.035303835497192564,0.024649512,-1.4322326,15.537832,1.5418323,,-84.12307111843465,31,DCEP,FUNDAMENTAL
Gaia DR3 4652034079404594944,4652034079404594944,76.86274784836645,-70.84508965794406,282.1010378912368,-33.96863114975696,-0.06913318681953295,0.027764697,-2.4899673,15.703525,1.5234649,,-83.61117553584545,31,DCEP,FUNDAMENTAL
Gaia DR3 4652048819736885888,4652048819736885888,77.24024353732683,-70.68405841154609,281.8746786294481,-33.89038222902319,-0.024568942571360546,0.024932722,-0.98540956,15.677139,1.5771594,,-83.80601231301608,31,DCEP,FIRST_OVERTONE
Gaia DR3 4652063731866250240,4652063731866250240,76.84856599207549,-70.53675231019348,281.74357956385137,-34.054049580794114,-0.00247465412114107,0.026055181,-0.09497743,15.830005,1.5740005,,-83.78195571327309,31,DCEP,FIRST_OVERTONE
Gaia DR3 4652068198631865472,4652068198631865472,76.54751448662114,-70.42936064543066,281.65033851094444,-34.179308096742346,-0.22118257302766273,0.085562885,-2.5850294,16.215347,1.5602866,,-83.75487747712229,31,DCEP,FIRST_OVERTONE
Gaia DR3 4652090188873509504,4652090188873509504,79.45608841187808,-70.51533972032551,281.46938460042077,-33.21506493884149,-0.02850774441458649,0.024301842,-1.1730692,15.5409355,1.596788,,-84.48953726920747,31,DCEP,FIRST_OVERTONE
Gaia DR3 4652103172512043776,4652103172512043776,78.2920686108566,-70.44584555275547,281.49358578545707,-33.60963098903724,-0.05252537043379555,0.01909395,-2.750891,15.082775,1.4987963,,-84.22915264818089,31,DCEP,FUNDAMENTAL
Gaia DR3 4657226488743073664,4657226488743073664,84.8060321516626,-70.16054055310055,280.6940796189051,-31.501857076889078,0.023817753950476556,0.03988335,0.5971854,16.478296,1.4887866,,-85.925584249436,31,DCEP,FIRST_OVERTONE
Gaia DR3 4658059609332965120,4658059609332965120,81.8160044992395,-69.72884141458809,280.36646284594605,-32.57902179188974,-0.05125888695905613,0.034740638,-1.4754733,15.557852,1.5744271,,-85.61152715761891,31,DCEP,FUNDAMENTAL
Gaia DR3 4658067164221312896,4658067164221312896,81.23027679141073,-69.49233470655105,280.1312876941185,-32.82070691248065,-0.049143360627267346,0.074088015,-0.6633105,16.553831,1.6147687,,-85.60699786001382,31,DCEP,FIRST_OVERTONE
Gaia DR3 4658084004755969920,4658084004755969920,80.72475308259973,-69.31618219393204,279.96269626578686,-33.02716728963586,0.02352788179191658,0.022992153,1.0233005,15.474804,1.5317594,,-85.56585136124353,31,DCEP,FUNDAMENTAL
Gaia DR3 2197757309661690880,2197757309661690880,330.1132890893965,54.42284536197528,99.67128504599798,-0.5377024162860031,0.4029324494128125,0.011546306,34.897087,9.257111,1.4658425,,59.48935195918474,31,DCEP,FIRST_OVERTONE
Gaia DR3 5313330193959746176,5313330193959746176,141.37516593270885,-51.01135384963734,273.4406090347221,-0.3280439431409964,0.03308567132220681,0.033387695,0.99095404,16.122952,1.255201,,-60.3836205221631,31,DCEP,FIRST_OVERTONE
Gaia DR3 4658969077208038016,4658969077208038016,79.14376874203748,-66.58656291379647,276.8687840011136,-34.10254201077217,-0.028625524268345384,0.025502585,-1.1224558,15.360522,1.5904112,,-85.68925367749867,31,DCEP,FIRST_OVERTONE
